class,label,concept
"great grey owl, great gray owl, Strix nebulosa",66,owl pellets
"great grey owl, great gray owl, Strix nebulosa",66,"a large, muscular body"
"great grey owl, great gray owl, Strix nebulosa",66,yellow eyes
"great grey owl, great gray owl, Strix nebulosa",66,white or gray plumage
"great grey owl, great gray owl, Strix nebulosa",66,gray or white feathers
"great grey owl, great gray owl, Strix nebulosa",66,a nest
"great grey owl, great gray owl, Strix nebulosa",66,a meadow
"great grey owl, great gray owl, Strix nebulosa",66,a beak
jellyfish,67,a sea
jellyfish,67,often brightly colored
jellyfish,67,a animal
jellyfish,67,"long, tentacles hanging down"
jellyfish,67,a net
jellyfish,67,invertebrate
jellyfish,67,seaweed
jellyfish,67,a person
jellyfish,67,a fish
jellyfish,67,a bell-shaped body
jellyfish,67,a jelly-like texture
jellyfish,67,"a soft, translucent body"
"black swan, Cygnus atratus",68,a animal
"black swan, Cygnus atratus",68,a stream
"black swan, Cygnus atratus",68,grasses
"black swan, Cygnus atratus",68,water
"black swan, Cygnus atratus",68,a cygnet
"black swan, Cygnus atratus",68,a webbed foot
"black swan, Cygnus atratus",68,reeds
"black swan, Cygnus atratus",68,a long neck
"black swan, Cygnus atratus",68,"short, round wings"
"black swan, Cygnus atratus",68,"a long, thin neck"
"black swan, Cygnus atratus",68,a short beak
"black swan, Cygnus atratus",68,black plumage
"black swan, Cygnus atratus",68,a lake
"black swan, Cygnus atratus",68,orange bill and legs
"black swan, Cygnus atratus",68,a swan
"black swan, Cygnus atratus",68,a wetland
"black swan, Cygnus atratus",68,vertebrate
"black swan, Cygnus atratus",68,a black body
"black swan, Cygnus atratus",68,a small body
"black swan, Cygnus atratus",68,a river
"black swan, Cygnus atratus",68,a pond
ptarmigan,69,"a long, thick tail"
ptarmigan,69,a bird of prey
ptarmigan,69,a human
ptarmigan,69,a webbed foot
ptarmigan,69,a short beak
ptarmigan,69,vertebrate
ptarmigan,69,a snow
ptarmigan,69,rocks
ptarmigan,69,a animal
ptarmigan,69,a shotgun
ptarmigan,69,a woods
ptarmigan,69,animal
ptarmigan,69,short legs
ptarmigan,69,a white tail
ptarmigan,69,tundra
ptarmigan,69,ice
ptarmigan,69,"a small, plump body"
hummingbird,70,sugar water
hummingbird,70,iridescent feathers
hummingbird,70,vertebrate
hummingbird,70,flowers
hummingbird,70,a short beak
hummingbird,70,"a small, bird-like body"
hummingbird,70,a tree
hummingbird,70,nectar
hummingbird,70,a perch
hummingbird,70,insects
hummingbird,70,"a long, thin beak"
hummingbird,70,animal
hummingbird,70,a feeder
hummingbird,70,insectivore
hummingbird,70,wings that move very fast
hummingbird,70,brightly colored feathers
"whiptail, whiptail lizard",71,a animal
"whiptail, whiptail lizard",71,vertebrate
"whiptail, whiptail lizard",71,"a small, round shape"
"whiptail, whiptail lizard",71,"short, front legs"
"whiptail, whiptail lizard",71,rocks
"whiptail, whiptail lizard",71,a brown or white color
"whiptail, whiptail lizard",71,a long tail
"whiptail, whiptail lizard",71,a grassland
"whiptail, whiptail lizard",71,"a small, oblong shape"
"whiptail, whiptail lizard",71,living in arid climates
"whiptail, whiptail lizard",71,a cactus
"whiptail, whiptail lizard",71,quick movements
"whiptail, whiptail lizard",71,a lizard
"whiptail, whiptail lizard",71,reptile
"whiptail, whiptail lizard",71,a desert
"whiptail, whiptail lizard",71,dust
"whiptail, whiptail lizard",71,a rodent
"sidewinder, horned rattlesnake, Crotalus cerastes",72,vertebrate
"sidewinder, horned rattlesnake, Crotalus cerastes",72,sand
"sidewinder, horned rattlesnake, Crotalus cerastes",72,rocks
"sidewinder, horned rattlesnake, Crotalus cerastes",72,"a long, feathered tail"
"sidewinder, horned rattlesnake, Crotalus cerastes",72,insects
"sidewinder, horned rattlesnake, Crotalus cerastes",72,a desert
"sidewinder, horned rattlesnake, Crotalus cerastes",72,dunes
"sidewinder, horned rattlesnake, Crotalus cerastes",72,a white color
"sidewinder, horned rattlesnake, Crotalus cerastes",72,animal
"sidewinder, horned rattlesnake, Crotalus cerastes",72,reptiles
"sidewinder, horned rattlesnake, Crotalus cerastes",72,"a small, oblong shape"
"sidewinder, horned rattlesnake, Crotalus cerastes",72,reptile
"sidewinder, horned rattlesnake, Crotalus cerastes",72,rattles
"sidewinder, horned rattlesnake, Crotalus cerastes",72,"a wide, triangular head"
"sidewinder, horned rattlesnake, Crotalus cerastes",72,cacti
"sidewinder, horned rattlesnake, Crotalus cerastes",72,a brown or white color
hen,73,a waterer
hen,73,a set of wings
hen,73,feed
hen,73,a chicken
hen,73,egg
hen,73,"a small, round shape"
hen,73,feathers
hen,73,animal
hen,73,a farmer
hen,73,a head with a beak
hen,73,"short, front legs"
hen,73,a nest
hen,73,chickens
hen,73,a chicken coop
hen,73,vertebrate
hen,73,a long beak
hen,73,a small head
hen,73,a feeder
hen,73,two legs
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,viper
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,a snake charmer
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,"a short, stout body"
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,a animal
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,vertebrate
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,a zigzag pattern on the back
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,a white or pale color
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,rocks
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,sand
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,large horns
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,the Sahara Desert
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,"a long, slender shape"
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,a hole
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,reptile
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,a desert
"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",74,"a wide, triangular head"
"albatross, mollymawk",75,"long, narrow wings"
"albatross, mollymawk",75,a animal
"albatross, mollymawk",75,vertebrate
"albatross, mollymawk",75,"a long, sharp beak"
"albatross, mollymawk",75,able to fly long distances
"albatross, mollymawk",75,"a large, white bird"
"albatross, mollymawk",75,a ship
"albatross, mollymawk",75,a sky
"albatross, mollymawk",75,black wingtips
"albatross, mollymawk",75,birds
"albatross, mollymawk",75,seagulls
"albatross, mollymawk",75,large wings
"albatross, mollymawk",75,a webbed foot
"albatross, mollymawk",75,the ocean
"axolotl, mud puppy, Ambystoma mexicanum",76,food
"axolotl, mud puppy, Ambystoma mexicanum",76,a net
"axolotl, mud puppy, Ambystoma mexicanum",76,"a long, furry body"
"axolotl, mud puppy, Ambystoma mexicanum",76,a light
"axolotl, mud puppy, Ambystoma mexicanum",76,a rock
"axolotl, mud puppy, Ambystoma mexicanum",76,a log
"axolotl, mud puppy, Ambystoma mexicanum",76,a webbed foot
"axolotl, mud puppy, Ambystoma mexicanum",76,"a long, thick tail"
"axolotl, mud puppy, Ambystoma mexicanum",76,a thermometer
"axolotl, mud puppy, Ambystoma mexicanum",76,animal
"axolotl, mud puppy, Ambystoma mexicanum",76,fins on its back and tail
"axolotl, mud puppy, Ambystoma mexicanum",76,"short, front legs"
"axolotl, mud puppy, Ambystoma mexicanum",76,amphibian
"axolotl, mud puppy, Ambystoma mexicanum",76,a big head
"axolotl, mud puppy, Ambystoma mexicanum",76,"a small, oblong shape"
"axolotl, mud puppy, Ambystoma mexicanum",76,large eyes
"axolotl, mud puppy, Ambystoma mexicanum",76,"large, protruding eyes"
"axolotl, mud puppy, Ambystoma mexicanum",76,a heater
"axolotl, mud puppy, Ambystoma mexicanum",76,a water
"axolotl, mud puppy, Ambystoma mexicanum",76,a filter
"axolotl, mud puppy, Ambystoma mexicanum",76,vertebrate
"axolotl, mud puppy, Ambystoma mexicanum",76,a plant
"axolotl, mud puppy, Ambystoma mexicanum",76,a water pump
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,a animal
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,"a long, tailless hind end"
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,smooth skin
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,a log
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,a webbed foot
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,a worm
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,insects
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,long hind legs for leaping
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,a stone
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,amphibian
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,a stick
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,"large, protruding eyes"
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,"a small, slim body"
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,"large, webbed hind feet"
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,a predator
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,a medium-sized body
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,vertebrate
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,a leaf
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,"a long, conspicuous tail"
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",77,a pond
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a animal
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a stream
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a field
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a chicken
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a webbed foot
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a marsh
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,"a long, thick tail"
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a reed
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a plump body
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a small to medium-sized bird
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a swamp
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,"short, front legs"
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a lake
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a white bill
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a wetland
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a black body
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,vertebrate
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a plant
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a river
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a pond
"American coot, marsh hen, mud hen, water hen, Fulica americana",78,a white beak
"loggerhead, loggerhead turtle, Caretta caretta",79,vertebrate
"loggerhead, loggerhead turtle, Caretta caretta",79,ocean
"loggerhead, loggerhead turtle, Caretta caretta",79,"short, powerful legs"
"loggerhead, loggerhead turtle, Caretta caretta",79,sand
"loggerhead, loggerhead turtle, Caretta caretta",79,a long tail
"loggerhead, loggerhead turtle, Caretta caretta",79,a shell
"loggerhead, loggerhead turtle, Caretta caretta",79,the ocean
"loggerhead, loggerhead turtle, Caretta caretta",79,animal
"loggerhead, loggerhead turtle, Caretta caretta",79,a flipper
"loggerhead, loggerhead turtle, Caretta caretta",79,"a long, thick body"
"loggerhead, loggerhead turtle, Caretta caretta",79,"a thick, strong neck"
"loggerhead, loggerhead turtle, Caretta caretta",79,"short, flipper-like limbs"
"loggerhead, loggerhead turtle, Caretta caretta",79,reptile
"loggerhead, loggerhead turtle, Caretta caretta",79,"a large, rounded shape"
"loggerhead, loggerhead turtle, Caretta caretta",79,a fin
"loggerhead, loggerhead turtle, Caretta caretta",79,"a small, hard shell"
"loggerhead, loggerhead turtle, Caretta caretta",79,seaweed
"redshank, Tringa totanus",80,a reddish-brown body
"redshank, Tringa totanus",80,a animal
"redshank, Tringa totanus",80,grass
"redshank, Tringa totanus",80,"long, greenish-yellow legs"
"redshank, Tringa totanus",80,tetradactyla
"redshank, Tringa totanus",80,reeds
"redshank, Tringa totanus",80,"a long, black-and-white tail"
"redshank, Tringa totanus",80,a beak
"redshank, Tringa totanus",80,a short beak
"redshank, Tringa totanus",80,"long, red legs"
"redshank, Tringa totanus",80,a wing
"redshank, Tringa totanus",80,a nest
"redshank, Tringa totanus",80,a wetland
"redshank, Tringa totanus",80,a grey or white body
"redshank, Tringa totanus",80,vertebrate
"redshank, Tringa totanus",80,white stripes on the wings
"redshank, Tringa totanus",80,"a long, red bill"
"redshank, Tringa totanus",80,a birdbath
"redshank, Tringa totanus",80,a bird feeder
"redshank, Tringa totanus",80,a white rump
"redshank, Tringa totanus",80,long grass
crane,81,a animal
crane,81,vertebrate
crane,81,a body of water
crane,81,"a long, thin legs"
crane,81,"a long, sharp beak"
crane,81,a tree
crane,81,large wingspan
crane,81,a sky
crane,81,a long neck
crane,81,"a tall, slender body"
crane,81,white or gray plumage
crane,81,"long, arms and legs"
crane,81,other birds
crane,81,a nest
tick,82,trees
tick,82,a human
tick,82,a blood meal
tick,82,arachnid
tick,82,a animal
tick,82,"a small, round shape"
tick,82,skin
tick,82,a field
tick,82,eight legs
tick,82,a body
tick,82,animal
tick,82,a hard shell
tick,82,grass
tick,82,a bush
tick,82,a dark coloration
tick,82,arthropod
sea lion,83,a bait
sea lion,83,a animal
sea lion,83,a net
sea lion,83,large flippers
sea lion,83,a rock
sea lion,83,fish
sea lion,83,"a long, thick tail"
sea lion,83,"short, fur-covered legs"
sea lion,83,"short, flippers for arms"
sea lion,83,Mammal
sea lion,83,a reel
sea lion,83,a fish
sea lion,83,a rod
sea lion,83,the ocean
sea lion,83,a big head
sea lion,83,"a long, torpedo-shaped body"
sea lion,83,"large, protruding eyes"
sea lion,83,seagulls
sea lion,83,a medium-sized body
sea lion,83,vertebrate
sea lion,83,carnivore
sea lion,83,a small head at the other end
sea lion,83,a person
sea lion,83,"a large, bulky body"
sea lion,83,flippers instead of legs
tarantula,84,a human
tarantula,84,arachnid
tarantula,84,relatively slow movement
tarantula,84,a water bowl
tarantula,84,"a long, thin legs"
tarantula,84,"a long, furry body"
tarantula,84,insects
tarantula,84,two small eyes
tarantula,84,eight legs
tarantula,84,animal
tarantula,84,a cage
tarantula,84,can be aggressive
tarantula,84,fang-like mouthparts
"boa constrictor, Constrictor constrictor",85,"a long, thick tail"
"boa constrictor, Constrictor constrictor",85,a snake charmer
"boa constrictor, Constrictor constrictor",85,a medium-sized body
"boa constrictor, Constrictor constrictor",85,a animal
"boa constrictor, Constrictor constrictor",85,a water bowl
"boa constrictor, Constrictor constrictor",85,a triangular head
"boa constrictor, Constrictor constrictor",85,two small eyes
"boa constrictor, Constrictor constrictor",85,a person
"boa constrictor, Constrictor constrictor",85,a heat lamp
"boa constrictor, Constrictor constrictor",85,"a long, thick body"
"boa constrictor, Constrictor constrictor",85,"smooth, shiny scales"
"boa constrictor, Constrictor constrictor",85,a cage
"boa constrictor, Constrictor constrictor",85,reptile
"boa constrictor, Constrictor constrictor",85,a hiding place
conch,86,mollusc
conch,86,a flared lip
conch,86,object
conch,86,"a thick, pearly inside"
conch,86,a animal
conch,86,sand
conch,86,invertebrate
conch,86,a slightly pointed end
conch,86,seaweed
conch,86,a shell
conch,86,a person
conch,86,a pink or white color
conch,86,a wide opening
conch,86,"a large, spiral-shaped shell"
conch,86,Shells
conch,86,"thick, heavy shell"
"prairie chicken, prairie grouse, prairie fowl",87,a hunter
"prairie chicken, prairie grouse, prairie fowl",87,vertebrate
"prairie chicken, prairie grouse, prairie fowl",87,a short tail
"prairie chicken, prairie grouse, prairie fowl",87,a animal
"prairie chicken, prairie grouse, prairie fowl",87,"short, front legs"
"prairie chicken, prairie grouse, prairie fowl",87,"a long, thin neck"
"prairie chicken, prairie grouse, prairie fowl",87,a tree
"prairie chicken, prairie grouse, prairie fowl",87,a small head at the other end
"prairie chicken, prairie grouse, prairie fowl",87,a field
"prairie chicken, prairie grouse, prairie fowl",87,a grouse
"prairie chicken, prairie grouse, prairie fowl",87,a prairie
"prairie chicken, prairie grouse, prairie fowl",87,"a small, pointed tail"
"prairie chicken, prairie grouse, prairie fowl",87,a pointed beak
"prairie chicken, prairie grouse, prairie fowl",87,a grass
"prairie chicken, prairie grouse, prairie fowl",87,a plump body
"prairie chicken, prairie grouse, prairie fowl",87,a bush
"prairie chicken, prairie grouse, prairie fowl",87,bushes
pelican,88,a set of wings
pelican,88,a feather
pelican,88,white or gray plumage
pelican,88,a webbed foot
pelican,88,"a long, thick neck"
pelican,88,a location near water
pelican,88,animal
pelican,88,a fish
pelican,88,"short, round wings"
pelican,88,a beak
pelican,88,feathers at the other end
pelican,88,a white or gray plumage
pelican,88,a hooked bill
pelican,88,a wing
pelican,88,a large body size
pelican,88,"a large, muscular body"
pelican,88,vertebrate
pelican,88,a long beak
pelican,88,relatively small wings
pelican,88,legs
coucal,89,trees
coucal,89,a tree
coucal,89,egg
coucal,89,leaves
coucal,89,insects
coucal,89,"a loud, cackling call"
coucal,89,animal
coucal,89,chicks
coucal,89,"a long, slender shape"
coucal,89,adults
coucal,89,"a loud, cuckoo-like call"
coucal,89,legs that are long and thin
coucal,89,a nest
coucal,89,a protruding crest on the head
coucal,89,vertebrate
coucal,89,"a long, conspicuous tail"
coucal,89,"a long, thin beak"
coucal,89,a branch
coucal,89,bushes
"limpkin, Aramus pictus",90,cattails
"limpkin, Aramus pictus",90,a animal
"limpkin, Aramus pictus",90,frogs
"limpkin, Aramus pictus",90,a hunched posture
"limpkin, Aramus pictus",90,a curved bill
"limpkin, Aramus pictus",90,a webbed foot
"limpkin, Aramus pictus",90,"a long, thick neck"
"limpkin, Aramus pictus",90,"a long,neck"
"limpkin, Aramus pictus",90,reeds
"limpkin, Aramus pictus",90,insects
"limpkin, Aramus pictus",90,a fish
"limpkin, Aramus pictus",90,a swamp
"limpkin, Aramus pictus",90,a lake
"limpkin, Aramus pictus",90,a water
"limpkin, Aramus pictus",90,vertebrate
"limpkin, Aramus pictus",90,"a small, down-turned bill"
"limpkin, Aramus pictus",90,a river
"limpkin, Aramus pictus",90,brown and white plumage
"limpkin, Aramus pictus",90,marsh plants
"limpkin, Aramus pictus",90,long legs
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,mollusc
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,a animal
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,two small tentacles
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,rocks
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,invertebrate
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,algae
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,the ocean
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,a shell
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,a tide pool
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,mollusk
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,a fish
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,crabs
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,a rock
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,Shells
"chiton, coat-of-mail shell, sea cradle, polyplacophore",91,seaweed
"black and gold garden spider, Argiope aurantia",92,arachnid
"black and gold garden spider, Argiope aurantia",92,a animal
"black and gold garden spider, Argiope aurantia",92,"a long, thin legs"
"black and gold garden spider, Argiope aurantia",92,a garden
"black and gold garden spider, Argiope aurantia",92,plants
"black and gold garden spider, Argiope aurantia",92,insects
"black and gold garden spider, Argiope aurantia",92,a small head and thorax
"black and gold garden spider, Argiope aurantia",92,a small head at the other end
"black and gold garden spider, Argiope aurantia",92,"a large, bulbous abdomen"
"black and gold garden spider, Argiope aurantia",92,"long, thin legs"
"black and gold garden spider, Argiope aurantia",92,arthropod
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,a animal
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,a large size
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,a flipper
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,sea turtle
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,the sea
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,a fish
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,a long neck
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,reptile
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,a dark coloration
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,a large body
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,a turtle shell
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,seaweed
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,the ocean
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,"a hard, leathery shell"
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,vertebrate
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,sand
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,a small head at the other end
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,people
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",93,flippers instead of legs
stingray,94,a pool
stingray,94,a ray-shaped mouth
stingray,94,a animal
stingray,94,a net
stingray,94,a surfboard
stingray,94,a wave
stingray,94,water
stingray,94,"a long, whip-like tail"
stingray,94,a fish
stingray,94,a dorsal fin
stingray,94,a dark coloration
stingray,94,pale gray or blue color
stingray,94,a human
stingray,94,a flat body
stingray,94,a swimmer
stingray,94,vertebrate
stingray,94,sand
stingray,94,"a long, barbed tail"
stingray,94,"a large, rounded shape"
stingray,94,pointed barbs on the tail
"rock crab, Cancer irroratus",95,crab pots
"rock crab, Cancer irroratus",95,a bait
"rock crab, Cancer irroratus",95,a animal
"rock crab, Cancer irroratus",95,a crab cracking tool
"rock crab, Cancer irroratus",95,a exoskeleton
"rock crab, Cancer irroratus",95,a net
"rock crab, Cancer irroratus",95,"a small, round shape"
"rock crab, Cancer irroratus",95,five pairs of legs
"rock crab, Cancer irroratus",95,the ocean
"rock crab, Cancer irroratus",95,a crab mallet
"rock crab, Cancer irroratus",95,a crab pot
"rock crab, Cancer irroratus",95,a person
"rock crab, Cancer irroratus",95,a white color
"rock crab, Cancer irroratus",95,a small to medium size
"rock crab, Cancer irroratus",95,a brown or red color
"rock crab, Cancer irroratus",95,two large claws
"rock crab, Cancer irroratus",95,arthropod
"rock crab, Cancer irroratus",95,a crab fork
"green lizard, Lacerta viridis",96,"a long, thick tail"
"green lizard, Lacerta viridis",96,small size
"green lizard, Lacerta viridis",96,a animal
"green lizard, Lacerta viridis",96,a pointed snout
"green lizard, Lacerta viridis",96,rocks
"green lizard, Lacerta viridis",96,a leaf
"green lizard, Lacerta viridis",96,a tree
"green lizard, Lacerta viridis",96,plants
"green lizard, Lacerta viridis",96,insects
"green lizard, Lacerta viridis",96,a green or olive color
"green lizard, Lacerta viridis",96,a warm climate
"green lizard, Lacerta viridis",96,"long, sharp claws"
"green lizard, Lacerta viridis",96,"a long, thin body"
"green lizard, Lacerta viridis",96,a lizard
"green lizard, Lacerta viridis",96,reptile
"green lizard, Lacerta viridis",96,a rock
"green lizard, Lacerta viridis",96,"a long, slender body"
"sea slug, nudibranch",97,a net
"sea slug, nudibranch",97,a large size
"sea slug, nudibranch",97,Shells
"sea slug, nudibranch",97,mollusc
"sea slug, nudibranch",97,rocks
"sea slug, nudibranch",97,animal
"sea slug, nudibranch",97,a reel
"sea slug, nudibranch",97,a rod
"sea slug, nudibranch",97,a fish
"sea slug, nudibranch",97,seaweed
"sea slug, nudibranch",97,the ocean
"sea slug, nudibranch",97,bait
"sea slug, nudibranch",97,a lack of appendages
"sea slug, nudibranch",97,sand
"sea slug, nudibranch",97,"a small, slimy body"
"sea slug, nudibranch",97,invertebrate
"sea slug, nudibranch",97,a colorful exterior
"sea slug, nudibranch",97,no shell
"sea slug, nudibranch",97,"a soft, slug-like body"
hornbill,98,trees
hornbill,98,"a long, thick tail"
hornbill,98,a brightly colored face
hornbill,98,vertebrate
hornbill,98,a animal
hornbill,98,"a long, straight bill"
hornbill,98,leaves
hornbill,98,insects
hornbill,98,a jungle
hornbill,98,"a large, tooth-filled beak"
hornbill,98,a forest
hornbill,98,"a large, bulky body"
hornbill,98,a branch
hornbill,98,a nest
hornbill,98,a large body
hornbill,98,large wings
hornbill,98,a beak
Kerry blue terrier,99,a wedge-shaped head
Kerry blue terrier,99,a dog
Kerry blue terrier,99,"a strong, muscular body"
Kerry blue terrier,99,A yard
Kerry blue terrier,99,Mammal
Kerry blue terrier,99,animal
Kerry blue terrier,99,"large, dark eyes"
Kerry blue terrier,99,dog
Kerry blue terrier,99,a blue-gray color
Kerry blue terrier,99,a human
Kerry blue terrier,99,brown or black eyes
Kerry blue terrier,99,A collar
Kerry blue terrier,99,a house
Kerry blue terrier,99,a treat
Kerry blue terrier,99,a toy
Kerry blue terrier,99,A leash
Kerry blue terrier,99,"a large, muscular body"
Kerry blue terrier,99,a black nose
Kerry blue terrier,99,"a silky, feathered coat"
Kerry blue terrier,99,terrier
Kerry blue terrier,99,"a long, dense coat"
